Region,País,Años,Sexo,5-9 Años,10-14 Años,N° de suicidios,G 5-9 Años,G 10-14 Años
Asia,"China, Hong Kong SAR",1973,masculino,0.0,1.0,1.0,Boomers/Generación X,Boomers
Asia,"China, Hong Kong SAR",1974,masculino,0.0,1.0,1.0,Generación X,Boomers
Asia,"China, Hong Kong SAR",1975,masculino,0.0,1.0,1.0,Generación X,Boomers/Generación X
Asia,"China, Hong Kong SAR",1976,femenino,0.0,2.0,2.0,Generación X,Boomers/Generación X
Asia,"China, Hong Kong SAR",1976,masculino,0.0,1.0,1.0,Generación X,Boomers/Generación X
Asia,"China, Hong Kong SAR",1977,femenino,0.0,1.0,1.0,Generación X,Boomers/Generación X
Asia,"China, Hong Kong SAR",1977,masculino,0.0,1.0,1.0,Generación X,Boomers/Generación X
Asia,"China, Hong Kong SAR",1979,masculino,0.0,1.0,1.0,Generación X,Generación X
Asia,"China, Hong Kong SAR",1980,femenino,0.0,2.0,2.0,Generación X,Generación X
Asia,"China, Hong Kong SAR",1981,femenino,0.0,3.0,3.0,Generación X,Generación X
Asia,"China, Hong Kong SAR",1981,masculino,0.0,3.0,3.0,Generación X,Generación X
Asia,"China, Hong Kong SAR",1983,femenino,0.0,3.0,3.0,Generación X,Generación X
Asia,"China, Hong Kong SAR",1983,masculino,0.0,1.0,1.0,Generación X,Generación X
Asia,"China, Hong Kong SAR",1984,femenino,0.0,1.0,1.0,Generación X,Generación X
Asia,"China, Hong Kong SAR",1985,femenino,0.0,2.0,2.0,Generación X,Generación X
Asia,"China, Hong Kong SAR",1985,masculino,0.0,1.0,1.0,Generación X,Generación X
Asia,"China, Hong Kong SAR",1986,femenino,0.0,2.0,2.0,Generación X,Generación X
Asia,"China, Hong Kong SAR",1986,masculino,0.0,3.0,3.0,Generación X,Generación X
Asia,"China, Hong Kong SAR",1988,femenino,0.0,1.0,1.0,Generación X/Generación Y,Generación X
Asia,"China, Hong Kong SAR",1988,masculino,0.0,1.0,1.0,Generación X/Generación Y,Generación X
Asia,"China, Hong Kong SAR",1989,masculino,0.0,2.0,2.0,Generación X/Generación Y,Generación X
Asia,"China, Hong Kong SAR",1990,femenino,0.0,1.0,1.0,Generación X/Generación Y,Generación X
Asia,"China, Hong Kong SAR",1990,masculino,0.0,1.0,1.0,Generación X/Generación Y,Generación X
Asia,"China, Hong Kong SAR",1991,femenino,0.0,2.0,2.0,Generación Y,Generación X
Asia,"China, Hong Kong SAR",1991,masculino,0.0,2.0,2.0,Generación Y,Generación X
Asia,"China, Hong Kong SAR",1992,femenino,0.0,4.0,4.0,Generación Y,Generación X/Generación Y
Asia,"China, Hong Kong SAR",1992,masculino,0.0,5.0,5.0,Generación Y,Generación X/Generación Y
Asia,"China, Hong Kong SAR",1993,femenino,0.0,4.0,4.0,Generación Y,Generación X/Generación Y
Asia,"China, Hong Kong SAR",1993,masculino,0.0,3.0,3.0,Generación Y,Generación X/Generación Y
Asia,"China, Hong Kong SAR",1994,femenino,0.0,5.0,5.0,Generación Y,Generación X/Generación Y
Asia,"China, Hong Kong SAR",1994,masculino,0.0,3.0,3.0,Generación Y,Generación X/Generación Y
Asia,"China, Hong Kong SAR",1995,femenino,0.0,3.0,3.0,Generación Y,Generación X/Generación Y
Asia,"China, Hong Kong SAR",1995,masculino,0.0,2.0,2.0,Generación Y,Generación X/Generación Y
Asia,"China, Hong Kong SAR",1996,femenino,0.0,5.0,5.0,Generación Y,Generación Y
Asia,"China, Hong Kong SAR",1996,masculino,0.0,6.0,6.0,Generación Y,Generación Y
Asia,"China, Hong Kong SAR",1997,femenino,0.0,2.0,2.0,Generación Y,Generación Y
Asia,"China, Hong Kong SAR",1997,masculino,2.0,3.0,5.0,Generación Y,Generación Y
Asia,"China, Hong Kong SAR",1998,femenino,0.0,1.0,1.0,Generación Y,Generación Y
Asia,"China, Hong Kong SAR",1998,masculino,0.0,3.0,3.0,Generación Y,Generación Y
Asia,"China, Hong Kong SAR",1999,femenino,0.0,2.0,2.0,Generación Y,Generación Y
Asia,"China, Hong Kong SAR",1999,masculino,1.0,1.0,2.0,Generación Y,Generación Y
Asia,"China, Hong Kong SAR",2000,femenino,0.0,6.0,6.0,Generación Y,Generación Y
Asia,"China, Hong Kong SAR",2000,masculino,0.0,5.0,5.0,Generación Y,Generación Y
Asia,"China, Hong Kong SAR",2001,femenino,0.0,7.0,7.0,Generación Y,Generación Y
Asia,"China, Hong Kong SAR",2001,masculino,0.0,4.0,4.0,Generación Y,Generación Y
Asia,"China, Hong Kong SAR",2002,femenino,0.0,4.0,4.0,Generación Y/Generación Z,Generación Y
Asia,"China, Hong Kong SAR",2002,masculino,1.0,1.0,2.0,Generación Y/Generación Z,Generación Y
Asia,"China, Hong Kong SAR",2003,femenino,0.0,2.0,2.0,Generación Y/Generación Z,Generación Y
Asia,"China, Hong Kong SAR",2003,masculino,0.0,2.0,2.0,Generación Y/Generación Z,Generación Y
Asia,"China, Hong Kong SAR",2004,femenino,0.0,3.0,3.0,Generación Y/Generación Z,Generación Y
Asia,"China, Hong Kong SAR",2004,masculino,1.0,1.0,2.0,Generación Y/Generación Z,Generación Y
Asia,"China, Hong Kong SAR",2005,masculino,0.0,1.0,1.0,Generación Y/Generación Z,Generación Y
Asia,"China, Hong Kong SAR",2006,femenino,0.0,2.0,2.0,Generación Z,Generación Y
Asia,"China, Hong Kong SAR",2006,masculino,0.0,1.0,1.0,Generación Z,Generación Y
Asia,"China, Hong Kong SAR",2007,femenino,0.0,1.0,1.0,Generación Z,Generación Y/Generación Z
Asia,"China, Hong Kong SAR",2007,masculino,0.0,3.0,3.0,Generación Z,Generación Y/Generación Z
Asia,"China, Hong Kong SAR",2008,femenino,1.0,1.0,2.0,Generación Z,Generación Y/Generación Z
Asia,"China, Hong Kong SAR",2008,masculino,0.0,3.0,3.0,Generación Z,Generación Y/Generación Z
Asia,"China, Hong Kong SAR",2009,femenino,0.0,4.0,4.0,Generación Z,Generación Y/Generación Z
Asia,"China, Hong Kong SAR",2010,femenino,0.0,1.0,1.0,Generación Z,Generación Y/Generación Z
Asia,"China, Hong Kong SAR",2010,masculino,0.0,4.0,4.0,Generación Z,Generación Y/Generación Z
Asia,"China, Hong Kong SAR",2011,femenino,0.0,2.0,2.0,Generación Z,Generación Z
Asia,"China, Hong Kong SAR",2011,masculino,0.0,1.0,1.0,Generación Z,Generación Z
Asia,"China, Hong Kong SAR",2012,femenino,0.0,1.0,1.0,Generación Z,Generación Z
Asia,"China, Hong Kong SAR",2012,masculino,0.0,3.0,3.0,Generación Z,Generación Z
Asia,"China, Hong Kong SAR",2013,femenino,0.0,3.0,3.0,Generación Z,Generación Z
Asia,"China, Hong Kong SAR",2013,masculino,0.0,2.0,2.0,Generación Z,Generación Z
Asia,"China, Hong Kong SAR",2014,femenino,0.0,2.0,2.0,Generación Z,Generación Z
Asia,"China, Hong Kong SAR",2014,masculino,0.0,2.0,2.0,Generación Z,Generación Z
